Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,label,Prediction,Severity
712313,38,47,1230,457.16,790.78,18401.48,xss,Attack,High
413575,23,30,3326,764.02,730.24,11965.19,sql_injection,Attack,High
30544,4,3,107,30.49,67.18,362.43,normal,Benign,Low
924391,23,45,2006,473.08,633.48,17532.84,sql_injection,Attack,High
14268,3,3,68,17.03,116.96,512.79,normal,Benign,Low
12248,2,3,104,81.04,120.88,147.45,normal,Benign,Low
6249,4,2,106,43.71,25.82,481.88,normal,Benign,Low
19060,4,4,89,36.47,94.93,135.58,normal,Benign,Low
12424,3,1,97,15.49,30.48,251.12,normal,Benign,Low
1536736,39,65,2892,413.62,811.56,19575.21,lfi,Attack,High
35935,2,2,112,88.19,62.33,237.59,normal,Benign,Low
10052,3,3,165,19.51,39.06,445.11,normal,Benign,Low
22044,1,1,54,83.88,65.57,452.59,normal,Benign,Low
27086,3,3,58,74.96,84.18,484.27,normal,Benign,Low
1490701,18,65,3783,459.09,599.52,23769.78,xss,Attack,High
23980,2,2,107,74.51,105.02,688.74,normal,Benign,Low
838138,12,37,2987,637.73,969.02,23191.08,xss,Attack,High
28508,4,2,49,37.31,122.73,744.99,normal,Benign,Low
11206,2,1,109,70.03,27.41,661.66,normal,Benign,Low
729242,27,22,3818,653.34,1019.2,9310.61,normal,Attack,High
1204461,31,18,2623,578.34,995.97,16623.44,lfi,Attack,High
35645,2,2,105,80.8,104.38,781.62,normal,Benign,Low
1656684,36,29,2141,384.32,490.28,22806.66,sql_injection,Attack,High
14834,4,4,50,87.28,129.94,593.36,normal,Benign,Low
1277234,29,64,3315,589.2,1083.48,14668.37,sql_injection,Attack,High
20453,2,2,120,80.87,112.81,692.54,normal,Benign,Low
16659,3,3,70,16.71,55.34,144.8,normal,Benign,Low
39209,1,3,124,58.37,70.56,248.04,lfi,Benign,Low
833331,14,25,1969,539.26,962.89,7128.3,normal,Attack,High
1750622,38,46,3465,290.08,845.43,13033.81,lfi,Attack,High
10263,2,1,84,81.21,127.77,541.38,lfi,Benign,Low
37286,3,1,66,36.94,116.08,739.77,normal,Benign,Low
1127115,42,28,3555,578.77,1043.44,9793.72,sql_injection,Attack,High
5933,1,4,55,49.03,62.67,681.6,normal,Benign,Low
24395,2,4,90,60.63,58.3,704.6,normal,Benign,Low
639051,42,43,3505,832.45,573.99,22152.19,xss,Attack,High
1078600,24,37,3373,716.99,1034.93,6179.37,xss,Attack,High
1438777,44,44,3169,663.92,733.12,17234.83,sql_injection,Attack,High
744159,18,36,4877,255.74,471.05,12776.82,lfi,Attack,High
39736,1,3,180,24.97,35.66,149.14,normal,Benign,Low
1320303,45,59,4424,262.47,849.58,19095.07,sql_injection,Attack,High
11889,1,4,101,77.96,60.05,315.59,normal,Benign,Low
839070,21,42,3030,831.46,1053.03,20657.21,sql_injection,Attack,High
17567,3,2,175,32.43,35.61,608.01,normal,Benign,Low
20276,4,3,82,58.55,75.06,687.42,normal,Benign,Low
35897,1,3,125,36.24,58.65,245.16,normal,Benign,Low
1177014,42,59,5427,315.4,357.25,22662.67,xss,Attack,High
513826,20,35,4497,268.07,901.6,13120.7,lfi,Attack,High
5848,4,1,116,44.29,127.0,319.56,normal,Benign,Low
32664,2,4,154,26.34,89.24,255.64,normal,Benign,Low
1204204,35,18,2489,736.88,1074.97,19632.21,normal,Attack,High
590036,14,54,4209,574.86,1058.64,7465.3,normal,Attack,High
1426285,15,51,4498,372.19,514.79,18720.91,lfi,Attack,High
36664,1,3,128,87.3,113.25,486.25,normal,Benign,Low
1707816,42,16,1615,356.39,441.05,10380.93,sql_injection,Attack,High
1737561,41,53,5494,415.79,538.52,8740.23,lfi,Attack,High
24500,4,1,135,79.93,64.02,438.87,normal,Benign,Low
1554737,12,19,5123,459.65,715.19,7546.13,normal,Attack,High
421203,36,51,5179,331.65,734.37,20825.34,xss,Attack,High
1413025,42,41,3136,762.91,907.2,12557.22,xss,Attack,High
39317,3,3,105,74.13,97.38,137.89,normal,Benign,Low
1461681,38,58,4170,433.45,971.27,8353.64,sql_injection,Attack,High
6333,1,3,76,30.15,105.79,651.45,normal,Benign,Low
11169,1,1,106,69.63,38.96,387.78,normal,Benign,Low
20980,3,1,79,63.44,102.95,560.1,normal,Benign,Low
5513,4,2,106,57.47,93.78,296.73,normal,Benign,Low
537180,45,45,3245,305.24,1035.04,9172.4,sql_injection,Attack,High
1331436,13,40,3372,491.07,680.7,17279.8,xss,Attack,High
753446,35,38,4718,504.89,767.21,23904.4,xss,Attack,High
1101207,16,23,4692,659.0,669.82,18401.27,lfi,Attack,High
9675,3,1,155,44.11,100.77,93.54,normal,Benign,Low
1621064,33,49,5414,457.36,1020.61,9895.01,lfi,Attack,High
15876,1,1,89,51.59,110.91,301.91,normal,Benign,Low
1403536,31,21,3623,795.85,837.45,14060.37,lfi,Attack,High
1432029,43,54,3290,431.7,977.05,16607.14,sql_injection,Attack,High
32291,3,2,152,86.23,119.32,881.12,normal,Benign,Low
35968,1,2,60,40.91,37.91,533.06,normal,Benign,Low
32853,1,3,111,60.57,121.65,337.26,normal,Benign,Low
29824,3,1,49,78.19,117.86,620.91,normal,Benign,Low
9191,4,4,81,35.45,26.58,242.15,normal,Benign,Low
29564,3,2,106,59.88,26.22,252.66,normal,Benign,Low
35611,3,4,101,59.69,65.59,525.75,normal,Benign,Low
459082,27,43,3448,774.03,761.35,12147.95,sql_injection,Attack,High
1622163,36,59,3636,287.16,666.0,21560.05,lfi,Attack,High
35144,1,4,79,62.2,112.24,899.61,normal,Benign,Low
22335,3,4,58,29.03,79.99,410.34,normal,Benign,Low
1306507,23,56,2891,615.1,723.32,12839.16,xss,Attack,High
1666853,41,29,3466,298.05,878.05,17809.83,sql_injection,Attack,High
27897,1,3,81,74.14,61.41,354.35,normal,Benign,Low
36401,4,3,180,32.74,81.27,370.51,normal,Benign,Low
1543567,24,62,4370,338.81,1006.16,16362.47,lfi,Attack,High
518509,32,19,4582,836.61,494.59,19339.97,lfi,Attack,High
459100,23,37,5291,745.55,638.41,19731.67,normal,Attack,High
16332,3,1,101,45.51,123.23,894.91,normal,Benign,Low
1380956,25,34,5064,420.22,460.43,24421.32,xss,Attack,High
17604,3,4,176,28.71,75.81,699.59,normal,Benign,Low
5203,1,4,58,82.89,75.03,285.7,normal,Benign,Low
1525551,21,53,4038,391.62,785.23,9576.91,sql_injection,Attack,High
593475,43,53,3993,704.96,409.91,22264.54,normal,Attack,High
19079,1,3,120,38.34,54.61,355.04,normal,Benign,Low
39566,3,1,178,88.41,106.36,765.5,normal,Benign,Low
5324,1,3,100,68.46,77.68,805.04,normal,Benign,Low
21761,3,2,143,79.72,38.07,871.53,normal,Benign,Low
30339,1,2,45,77.11,98.52,384.79,xss,Benign,Low
15765,3,3,159,80.6,80.78,761.75,normal,Benign,Low
763954,17,26,2802,664.64,894.73,20120.19,xss,Attack,High
899956,42,59,5227,796.98,844.61,11750.12,xss,Attack,High
8148,3,1,115,80.18,109.58,161.89,normal,Benign,Low
37151,1,4,61,25.77,27.49,607.04,normal,Benign,Low
12325,1,4,107,69.3,88.68,843.97,normal,Benign,Low
29899,4,2,115,29.18,82.97,707.04,normal,Benign,Low
21384,3,4,84,60.81,48.92,498.22,normal,Benign,Low
36649,4,3,109,69.91,123.4,60.68,sql_injection,Benign,Low
20106,4,2,143,56.23,50.91,763.87,lfi,Benign,Low
737204,26,27,3379,608.97,768.04,7600.49,xss,Attack,High
10639,3,1,100,37.84,54.19,838.55,normal,Benign,Low
27275,1,1,100,24.42,53.01,452.16,normal,Benign,Low
10267,2,2,155,49.65,52.37,95.08,normal,Benign,Low
23525,1,2,101,36.88,111.39,674.12,normal,Benign,Low
731723,21,64,3706,399.25,783.0,18093.51,xss,Attack,High
1590620,19,59,3774,511.67,1091.83,22114.1,lfi,Attack,High
617470,17,38,1563,672.68,946.16,22053.94,xss,Attack,High
1251988,32,64,2666,767.45,975.55,13332.42,lfi,Attack,High
908535,16,59,5439,423.31,564.99,10390.3,sql_injection,Attack,High
594962,12,21,3959,777.41,611.26,9490.25,lfi,Attack,High
15711,4,4,79,47.7,26.31,661.62,normal,Benign,Low
1118350,33,16,2032,563.73,362.36,9269.43,lfi,Attack,High
19010,3,4,108,61.37,113.23,62.35,normal,Benign,Low
1179400,22,32,1676,694.6,870.17,20528.09,xss,Attack,High
35647,1,3,152,23.55,108.98,243.46,normal,Benign,Low
23492,3,4,45,31.42,107.61,83.31,normal,Benign,Low
18202,2,3,118,73.31,40.05,721.01,normal,Benign,Low
22717,4,1,108,60.84,39.77,714.98,normal,Benign,Low
16556,2,4,49,65.86,26.53,328.93,normal,Benign,Low
1013382,18,39,3755,755.07,792.61,23299.44,xss,Attack,High
741446,35,31,5110,274.61,567.72,19871.72,normal,Attack,High
16121,2,3,95,77.95,33.31,874.17,normal,Benign,Low
34188,1,3,177,32.26,80.03,898.79,normal,Benign,Low
9370,4,4,140,65.32,111.93,828.54,normal,Benign,Low
33080,2,1,145,34.35,127.11,581.66,normal,Benign,Low
1690261,45,57,4841,606.09,778.63,16141.13,lfi,Attack,High
11182,3,1,94,62.87,95.75,120.04,normal,Benign,Low
28270,2,4,90,82.06,118.37,829.7,normal,Benign,Low
29844,4,4,94,80.91,97.26,327.95,normal,Benign,Low
23026,3,1,160,49.73,123.66,772.24,normal,Benign,Low
32214,4,2,177,41.84,85.37,690.23,normal,Benign,Low
635439,15,47,4893,846.15,800.54,6842.3,sql_injection,Attack,High
4023,4,2,156,32.04,64.02,695.44,normal,Benign,Low
28492,2,4,41,45.8,100.64,82.62,normal,Benign,Low
737208,15,36,1941,388.42,817.14,11625.22,xss,Attack,High
1270947,30,33,4525,501.57,572.37,14011.49,normal,Attack,High
21955,3,1,72,46.45,123.87,655.38,normal,Benign,Low
36849,3,2,77,24.1,39.99,714.79,sql_injection,Benign,Low
1507763,26,62,5255,567.94,530.29,21524.45,lfi,Attack,High
1594548,15,53,5191,513.76,712.69,12144.29,xss,Attack,High
31209,1,4,134,43.43,80.9,301.48,normal,Benign,Low
31347,2,1,164,52.82,70.65,74.86,normal,Benign,Low
1248918,34,51,5495,451.53,720.81,7233.57,normal,Attack,High
16913,2,2,62,85.88,103.33,351.88,lfi,Benign,Low
39226,4,2,62,52.27,91.42,396.11,normal,Benign,Low
27655,2,3,154,21.73,112.19,445.7,normal,Benign,Low
1254749,23,56,2977,792.53,1011.34,14200.54,sql_injection,Attack,High
12108,1,1,95,80.25,119.4,243.22,normal,Benign,Low
39581,2,4,107,68.12,53.74,290.99,sql_injection,Benign,Low
610049,32,20,2510,429.02,482.61,12828.91,lfi,Attack,High
446586,29,25,3890,677.9,368.82,10731.24,lfi,Attack,High
9436,1,1,172,65.65,85.95,77.46,normal,Benign,Low
30900,2,1,145,76.89,103.46,383.27,normal,Benign,Low
1636348,22,47,2177,304.91,656.97,19857.48,sql_injection,Attack,High
25664,1,4,158,21.01,70.03,71.41,normal,Benign,Low
778528,19,28,2602,825.71,773.48,21044.51,normal,Attack,High
37821,2,4,83,15.1,56.12,712.58,normal,Benign,Low
1248728,20,57,1580,600.32,801.91,22437.67,sql_injection,Attack,High
18739,2,1,160,16.84,123.3,648.62,normal,Benign,Low
31456,4,2,94,44.49,92.12,687.3,normal,Benign,Low
17245,4,2,64,52.98,54.9,383.64,normal,Benign,Low
1010488,34,38,5403,610.94,846.62,23932.78,lfi,Attack,High
1462851,14,24,1460,258.37,692.46,16642.5,xss,Attack,High
566049,24,63,3418,599.55,1084.58,18033.57,lfi,Attack,High
5054,2,4,180,65.53,103.79,874.15,normal,Benign,Low
1608732,38,60,1357,354.16,1081.49,19736.17,normal,Attack,High
1654451,25,34,2593,810.98,962.63,20805.02,sql_injection,Attack,High
20314,1,2,111,64.88,38.07,585.11,normal,Benign,Low
18001,4,2,83,87.69,29.9,635.88,normal,Benign,Low
1730751,45,47,2994,754.2,965.77,24552.43,lfi,Attack,High
33193,2,3,144,37.68,120.11,313.19,normal,Benign,Low
6340,2,4,41,80.76,97.11,462.08,normal,Benign,Low
13277,2,3,81,43.51,39.88,144.86,normal,Benign,Low
9376,2,1,132,36.41,112.13,570.69,normal,Benign,Low
4041,1,3,154,22.67,94.62,867.98,sql_injection,Benign,Low
19633,2,2,79,46.97,59.68,851.08,normal,Benign,Low
897659,16,35,4114,313.96,1041.36,12157.96,xss,Attack,High
641762,45,55,3267,291.08,1008.92,10631.72,sql_injection,Attack,High
33315,1,1,171,19.23,89.78,599.5,normal,Benign,Low
464360,21,44,4844,643.37,593.51,9944.21,normal,Attack,High
10790,2,2,69,76.87,31.68,302.07,normal,Benign,Low
29125,1,2,42,47.05,88.03,457.83,normal,Benign,Low
1104222,31,60,1654,339.21,807.47,19685.58,normal,Attack,High
31415,1,3,171,23.17,27.03,506.21,normal,Benign,Low
30140,3,3,98,73.83,34.2,77.29,normal,Benign,Low
31658,4,4,75,38.55,65.14,504.82,sql_injection,Benign,Low
18460,4,1,87,23.08,91.79,239.55,normal,Benign,Low
34973,1,2,80,31.55,97.32,220.21,normal,Benign,Low
1291217,27,58,5149,403.2,1051.3,7349.46,lfi,Attack,High
846613,27,16,1357,325.74,863.19,7084.97,normal,Attack,High
14961,2,1,148,52.35,68.8,382.75,lfi,Benign,Low
727563,34,60,4427,629.45,960.24,14176.66,lfi,Attack,High
37859,4,1,52,74.34,26.28,657.85,normal,Benign,Low
38665,2,1,108,62.19,51.17,145.45,normal,Benign,Low
13555,2,4,78,38.09,58.67,516.04,normal,Benign,Low
18992,2,2,139,18.29,44.04,485.77,normal,Benign,Low
16836,4,2,94,40.87,100.1,661.01,normal,Benign,Low
489703,22,42,5290,413.36,457.41,8582.1,xss,Attack,High
23719,4,4,56,67.72,33.25,81.97,normal,Benign,Low
32153,3,2,177,44.22,33.28,399.57,normal,Benign,Low
1282095,42,56,4065,317.37,653.94,9899.99,lfi,Attack,High
27924,2,2,100,54.11,48.14,776.28,xss,Benign,Low
32667,1,1,69,27.24,49.27,395.76,normal,Benign,Low
30834,4,3,103,37.27,88.93,837.45,normal,Benign,Low
1232440,44,63,4166,303.63,885.33,22318.41,xss,Attack,High
39988,3,4,146,50.77,52.6,895.72,xss,Benign,Low
1034280,23,33,1827,556.72,789.29,10496.24,normal,Attack,High
21501,1,2,54,82.98,53.34,301.91,normal,Benign,Low
1395238,38,27,1495,363.65,760.08,6259.8,sql_injection,Attack,High
897572,19,60,1405,477.9,558.5,12091.21,sql_injection,Attack,High
6700,4,3,71,83.02,48.34,205.83,normal,Benign,Low
27422,2,3,75,25.89,70.0,501.52,normal,Benign,Low
934588,20,24,3698,549.35,926.79,20314.89,normal,Attack,High
494933,24,38,4392,707.27,487.11,16287.0,lfi,Attack,High
5552,2,1,58,76.85,29.19,840.34,normal,Benign,Low
671606,19,46,3852,753.02,389.78,13968.64,lfi,Attack,High
1117878,43,53,2819,624.17,438.06,18773.45,lfi,Attack,High
7115,4,2,171,23.14,94.9,318.56,normal,Benign,Low
27316,3,4,178,52.58,91.54,420.38,normal,Benign,Low
7726,2,4,92,34.19,56.17,55.06,sql_injection,Benign,Low
32836,2,1,130,45.04,39.43,248.77,normal,Benign,Low
1172455,20,50,4243,573.9,428.5,12218.41,normal,Attack,High
12865,1,3,75,67.22,78.3,84.05,normal,Benign,Low
553784,28,58,3059,815.83,837.62,20476.17,xss,Attack,High
405749,22,58,2429,343.8,832.32,9718.37,xss,Attack,High
1335495,23,27,2464,660.56,994.19,22120.07,xss,Attack,High
35270,1,2,72,66.84,106.54,222.71,normal,Benign,Low
16230,2,3,103,31.27,39.24,147.93,normal,Benign,Low
19919,4,2,113,30.08,108.4,740.56,normal,Benign,Low
29226,3,2,150,18.16,100.65,269.04,normal,Benign,Low
35638,4,2,47,53.96,68.14,593.45,normal,Benign,Low
1176230,15,44,4729,772.76,914.43,13590.54,lfi,Attack,High
32913,1,4,81,33.93,41.45,693.8,normal,Benign,Low
4382,3,2,121,66.48,129.15,332.92,normal,Benign,Low
1671256,42,24,5278,667.83,741.38,8478.06,lfi,Attack,High
37992,2,3,41,46.14,32.43,851.69,normal,Benign,Low
1548136,24,43,5384,631.65,1039.63,23188.72,sql_injection,Attack,High
31718,4,1,118,65.76,123.76,491.38,normal,Benign,Low
456130,32,16,2204,762.89,534.13,13231.58,sql_injection,Attack,High
642808,34,31,1226,250.11,364.01,12385.83,sql_injection,Attack,High
20185,4,2,180,59.11,87.47,616.66,normal,Benign,Low
511983,43,55,1908,615.16,425.77,23485.65,xss,Attack,High
37429,1,3,179,64.35,59.02,866.82,normal,Benign,Low
16942,1,3,173,73.32,76.23,213.96,normal,Benign,Low
16449,4,2,61,82.12,61.24,139.89,normal,Benign,Low
29074,1,2,46,43.42,52.25,550.34,normal,Benign,Low
38738,1,3,122,36.19,53.78,790.77,normal,Benign,Low
33014,1,1,68,78.2,30.93,453.73,normal,Benign,Low
1223478,24,47,1763,367.95,541.67,11751.82,xss,Attack,High
936270,17,30,3113,404.86,664.08,11276.77,lfi,Attack,High
606260,35,43,3367,538.02,626.66,10689.47,xss,Attack,High
24830,1,1,90,86.8,36.18,104.54,normal,Benign,Low
5863,4,1,46,77.33,65.2,558.34,normal,Benign,Low
32118,2,1,177,84.34,91.06,503.17,normal,Benign,Low
1055893,16,17,5003,643.8,796.42,24906.73,sql_injection,Attack,High
25596,1,4,49,17.64,29.28,53.73,normal,Benign,Low
1200238,26,45,3235,742.2,465.92,6683.57,normal,Attack,High
32223,2,4,58,50.19,25.9,223.36,normal,Benign,Low
527450,32,24,3315,650.53,600.04,9942.35,lfi,Attack,High
442554,33,29,1647,353.72,1043.64,13895.21,sql_injection,Attack,High
487332,20,44,3384,421.12,727.39,19391.01,normal,Attack,High
451530,34,43,1520,664.47,709.06,9577.85,lfi,Attack,High
39392,1,2,159,70.36,122.59,179.95,normal,Benign,Low
13603,3,3,152,24.84,90.25,115.57,normal,Benign,Low
5665,1,1,137,77.12,101.01,840.12,normal,Benign,Low
1366440,27,32,2201,403.19,832.65,20819.6,sql_injection,Attack,High
33244,4,4,94,35.32,43.68,220.43,normal,Benign,Low
7214,4,1,174,61.69,31.8,316.47,normal,Benign,Low
7296,1,3,165,45.11,115.02,250.97,normal,Benign,Low
25822,3,4,53,74.0,74.39,894.24,normal,Benign,Low
30616,1,1,95,67.96,92.38,584.23,normal,Benign,Low
10869,4,1,68,54.44,105.95,109.07,normal,Benign,Low
642292,23,55,2933,463.33,583.24,16617.02,sql_injection,Attack,High
14373,3,4,47,64.28,25.4,833.91,normal,Benign,Low
790904,40,54,2926,564.43,665.57,11688.68,sql_injection,Attack,High
6747,4,3,67,54.85,46.38,119.25,normal,Benign,Low
1335623,45,47,5362,577.32,849.63,19597.9,sql_injection,Attack,High
30744,4,4,74,87.37,79.35,207.74,normal,Benign,Low
1091040,29,25,5224,463.3,970.41,8647.12,lfi,Attack,High
28193,4,4,44,57.24,121.45,386.97,normal,Benign,Low
36157,1,3,132,69.27,87.62,584.42,normal,Benign,Low
1341205,39,34,2384,637.29,860.87,19275.88,normal,Attack,High
459547,18,48,2445,545.22,1038.66,15326.96,normal,Attack,High
15095,4,3,119,47.77,28.43,822.04,normal,Benign,Low
1121280,13,46,4179,711.27,830.23,12610.6,sql_injection,Attack,High
31462,1,4,69,69.27,96.04,407.33,normal,Benign,Low
23184,1,4,140,84.78,63.12,422.86,normal,Benign,Low
36388,4,4,128,38.07,27.98,323.35,normal,Benign,Low
403867,18,24,3780,333.85,555.98,19951.84,sql_injection,Attack,High
29504,1,2,175,42.79,82.25,185.01,normal,Benign,Low
23049,3,2,64,66.79,37.04,469.41,normal,Benign,Low
11268,1,2,95,57.35,78.73,636.32,normal,Benign,Low
8639,2,4,113,87.79,84.86,206.05,normal,Benign,Low
34225,3,2,68,86.16,37.83,799.0,normal,Benign,Low
12619,4,1,78,82.8,29.92,819.61,normal,Benign,Low
1712192,18,52,4927,628.79,848.44,11560.08,lfi,Attack,High
590072,16,60,2112,824.58,813.25,15569.01,sql_injection,Attack,High
1795902,29,64,2531,726.84,1046.62,7336.24,normal,Attack,High
1570010,21,45,4589,385.78,511.42,24488.94,lfi,Attack,High
9092,1,4,135,39.56,125.96,353.87,normal,Benign,Low
1395822,17,51,2721,823.57,711.46,6594.56,xss,Attack,High
30158,1,4,147,77.87,81.1,393.71,normal,Benign,Low
30607,3,4,149,16.82,107.56,713.68,normal,Benign,Low
12952,3,4,79,37.79,67.22,544.27,normal,Benign,Low
418215,26,61,1477,702.75,538.69,7630.46,sql_injection,Attack,High
33194,4,3,62,22.75,70.01,146.07,normal,Benign,Low
12248,1,4,48,45.24,122.36,798.11,normal,Benign,Low
722637,43,63,2578,274.28,1097.97,7915.56,xss,Attack,High
977193,42,34,3463,313.83,987.53,8988.08,normal,Attack,High
34560,2,1,146,58.49,71.71,664.93,normal,Benign,Low
1185550,33,33,4993,828.13,367.05,17662.08,xss,Attack,High
1355255,35,22,4339,817.77,957.66,15794.27,sql_injection,Attack,High
1540415,18,30,2021,294.51,1089.17,14060.23,sql_injection,Attack,High
12477,1,3,118,87.49,110.96,374.4,normal,Benign,Low
37656,4,2,146,74.06,61.96,869.55,lfi,Benign,Low
551222,29,38,4960,386.81,997.34,20606.02,xss,Attack,High
7400,1,3,157,25.99,68.73,69.7,normal,Benign,Low
29496,4,3,106,48.29,71.08,471.95,normal,Benign,Low
14157,1,1,79,32.43,113.53,199.93,normal,Benign,Low
1620687,20,30,1452,436.18,786.41,16949.9,sql_injection,Attack,High
9463,3,3,99,53.39,64.36,133.19,normal,Benign,Low
560148,38,21,3882,847.12,492.32,12557.4,normal,Attack,High
26466,4,1,170,88.7,51.88,140.15,normal,Benign,Low
1110715,42,47,2149,726.08,379.57,9424.39,normal,Attack,High
36454,4,4,156,38.31,124.63,673.28,normal,Benign,Low
35851,1,2,120,62.44,90.08,379.46,normal,Benign,Low
18197,4,2,61,73.52,71.87,722.21,normal,Benign,Low
17346,3,2,69,50.23,76.23,491.56,normal,Benign,Low
27242,3,1,88,44.4,69.96,717.55,normal,Benign,Low
430846,41,37,2253,681.36,562.07,18895.37,sql_injection,Attack,High
817816,36,49,4415,336.87,962.21,13384.77,normal,Attack,High
33602,2,1,47,44.9,38.35,573.79,normal,Benign,Low
567061,24,29,4408,625.54,770.52,7188.18,lfi,Attack,High
20805,4,3,72,60.88,51.22,95.94,normal,Benign,Low
540022,35,15,2091,712.31,886.07,6395.22,sql_injection,Attack,High
34307,4,3,148,15.43,82.44,731.83,normal,Benign,Low
10304,2,4,97,40.43,52.42,516.72,normal,Benign,Low
1552852,16,32,4820,447.92,534.02,7595.25,normal,Attack,High
784346,39,44,1356,589.02,658.95,15081.31,normal,Attack,High
579741,45,47,4772,739.25,1047.23,20392.8,normal,Attack,High
520350,25,32,4152,644.38,523.47,22940.77,xss,Attack,High
9653,1,3,179,49.55,76.94,688.04,normal,Benign,Low
32880,1,1,54,16.02,49.72,540.59,normal,Benign,Low
1694500,37,34,2284,805.61,758.82,16297.57,sql_injection,Attack,High
949020,42,17,4983,577.05,726.59,21406.33,xss,Attack,High
39482,2,2,103,26.47,38.15,627.96,normal,Benign,Low
1472074,26,38,2154,549.85,954.05,14360.9,normal,Attack,High
1613363,34,65,1873,665.91,831.67,12582.4,lfi,Attack,High
36346,4,4,134,62.25,101.04,777.44,normal,Benign,Low
9698,1,2,111,47.63,115.83,422.06,normal,Benign,Low
1654638,23,41,3593,574.4,912.66,24194.89,xss,Attack,High
13708,2,3,150,62.53,59.31,318.62,normal,Benign,Low
27350,1,3,165,20.27,86.91,723.71,normal,Benign,Low
1111684,45,32,3320,579.13,935.29,9476.07,sql_injection,Attack,High
1041454,21,23,2329,792.19,843.84,24672.36,lfi,Attack,High
29978,4,4,178,79.3,42.27,220.78,lfi,Benign,Low
28899,3,1,68,27.51,113.15,493.66,normal,Benign,Low
33096,3,2,136,88.88,37.74,463.68,normal,Benign,Low
1792301,43,61,2504,814.07,706.29,7961.3,normal,Attack,High
18086,3,2,136,15.74,66.11,233.42,normal,Benign,Low
39715,3,2,55,88.99,76.52,299.4,normal,Benign,Low
848642,16,56,4265,762.4,941.26,14899.99,lfi,Attack,High
1183820,20,18,1890,395.97,546.5,21000.92,lfi,Attack,High
26275,3,3,97,72.89,112.11,486.87,normal,Benign,Low
639498,22,53,3996,431.71,615.37,15869.59,normal,Attack,High
15867,1,2,70,25.89,58.85,468.98,normal,Benign,Low
9922,1,3,156,57.85,101.63,595.26,normal,Benign,Low
36743,1,2,104,45.7,98.86,846.5,normal,Benign,Low
23308,1,1,62,82.19,107.03,771.45,normal,Benign,Low
1291448,38,58,3817,645.1,511.95,7877.36,xss,Attack,High
37235,2,4,158,18.87,43.78,173.64,normal,Benign,Low
23166,4,3,92,58.51,59.78,654.41,normal,Benign,Low
1508812,25,63,1479,599.01,956.05,10074.22,lfi,Attack,High
26862,3,3,128,68.34,28.99,101.79,normal,Benign,Low
755125,22,29,2379,729.03,1016.4,22285.05,lfi,Attack,High
457027,38,31,3156,651.71,853.26,11138.53,lfi,Attack,High
20889,4,4,88,83.48,74.89,187.36,normal,Benign,Low
698370,27,31,4458,398.6,758.03,21040.08,lfi,Attack,High
1376936,16,57,4200,448.85,617.65,7287.31,normal,Attack,High
1407402,42,37,2743,713.58,358.44,18358.04,xss,Attack,High
20940,3,1,44,87.66,67.23,341.35,normal,Benign,Low
39424,4,1,132,36.17,58.58,595.61,normal,Benign,Low
25861,1,2,143,30.86,52.17,312.56,normal,Benign,Low
39955,2,4,104,66.92,125.28,377.76,normal,Benign,Low
23377,4,3,51,56.68,34.33,221.06,normal,Benign,Low
17382,1,3,135,15.93,59.58,163.92,normal,Benign,Low
11030,2,4,155,57.36,124.28,105.13,normal,Benign,Low
1208291,25,25,3839,266.37,411.72,9764.87,lfi,Attack,High
950565,12,58,4795,693.99,400.03,16469.69,sql_injection,Attack,High
12268,4,3,47,20.03,110.68,218.2,normal,Benign,Low
1425925,41,15,4304,469.71,674.77,12657.96,sql_injection,Attack,High
39315,1,3,93,27.77,68.68,811.25,normal,Benign,Low
38036,3,2,130,63.59,111.67,547.9,normal,Benign,Low
8905,3,2,86,15.14,106.7,553.93,normal,Benign,Low
1466979,45,22,1997,453.55,1016.19,6491.82,sql_injection,Attack,High
1750353,36,59,2257,714.06,426.43,24336.54,xss,Attack,High
30391,2,1,135,49.84,32.35,467.7,normal,Benign,Low
22185,1,1,46,37.36,33.76,595.06,normal,Benign,Low
39623,3,1,107,20.54,59.2,543.04,normal,Benign,Low
1790483,18,57,1235,492.86,810.05,10329.7,lfi,Attack,High
1713790,25,46,4884,595.92,505.5,13444.86,normal,Attack,High
647435,36,17,3029,719.33,442.03,20230.64,sql_injection,Attack,High
11732,4,3,55,17.35,67.19,828.58,normal,Benign,Low
1024505,27,42,5038,369.87,1066.15,23689.52,lfi,Attack,High
36089,4,1,111,86.62,89.34,486.99,sql_injection,Benign,Low
37897,4,3,136,85.19,129.87,220.65,normal,Benign,Low
17755,4,2,71,17.89,77.91,300.65,normal,Benign,Low
1403891,13,35,5182,385.54,421.79,16745.77,xss,Attack,High
1356250,20,64,1291,575.61,685.83,15870.96,normal,Attack,High
711463,21,52,4551,665.81,418.73,8175.47,xss,Attack,High
36027,1,1,44,85.78,27.37,241.05,normal,Benign,Low
906332,13,49,4704,765.61,496.57,7979.49,xss,Attack,High
1187712,38,25,3139,451.17,709.57,8484.69,xss,Attack,High
33285,3,3,105,36.28,38.57,732.69,normal,Benign,Low
8130,1,1,142,82.9,43.32,696.18,normal,Benign,Low
5038,2,1,70,89.85,40.34,546.95,normal,Benign,Low
